family,setup,side,n,PF,expR,n2023,pf2023,net2023,n2024,pf2024,net2024,profile,stop_mult,rr,min_pf_23_24,stable_score
SWEEP_LONG|06_0830|SD,SWEEP_LONG,LONG,239,1.0542078466606768,0.03786610878661094,129,1.1224489795918369,10.800000000000006,110,0.977777777777778,-1.7499999999999964,P090_R225,0.9,2.25,0.977777777777778,1.8910309158530918
SWEEP_SHORT|06_0830|UP,SWEEP_SHORT,SHORT,76,1.0476190476190483,0.0355263157894737,40,0.9753694581280786,-0.75,36,1.1314285714285712,3.4500000000000015,P090_R275,0.9,2.75,0.9753694581280786,1.8878036686543944
SWEEP_LONG|06_0830|SD,SWEEP_LONG,LONG,239,0.9958847736625508,-0.002928870292886952,129,1.0114942528735633,1.0500000000000105,110,0.977777777777778,-1.7499999999999956,P075_R225,0.75,2.25,0.977777777777778,1.8767526731752673
SWEEP_LONG|06_0830|SD,SWEEP_LONG,LONG,239,1.0495894909688006,0.03158995815899582,129,1.129072681704261,10.299999999999994,110,0.9620427881297449,-2.7500000000000013,P090_R175,0.9,1.75,0.9620427881297449,1.8730992734853933
SWEEP_SHORT|06_0830|UP,SWEEP_SHORT,SHORT,76,1.242524916943522,0.14407894736842106,40,1.6190476190476188,13.0,36,0.9151138716356104,-2.0500000000000007,P105_R175,1.05,1.75,0.9151138716356104,1.8655415032145577
SWEEP_LONG|06_0830|SD,SWEEP_LONG,LONG,239,0.9810074318744835,-0.014435146443514589,129,0.9953917050691246,-0.4499999999999922,110,0.9642857142857144,-2.999999999999994,P075_R275,0.75,2.75,0.9642857142857144,1.8592334130304842
EXHAUST_LONG|06_0830|SD,EXHAUST_LONG,LONG,318,1.0624999999999991,0.039622641509433947,174,1.17020273455917,18.049999999999997,144,0.9429618001046572,-5.449999999999999,P075_R175,0.75,1.75,0.9429618001046572,1.856829724632959
EXHAUST_SHORT|0830_11|SU,EXHAUST_SHORT,SHORT,444,0.9482993197278908,-0.03423423423423424,225,0.946344735077129,-7.9999999999999964,219,0.9503105590062109,-7.200000000000006,P075_R175,0.75,1.75,0.946344735077129,1.834362753095147
SWEEP_SHORT|02_06|UP,SWEEP_SHORT,SHORT,104,0.9473684210526319,-0.04038461538461536,52,0.9473684210526321,-2.099999999999997,52,0.9473684210526321,-2.0999999999999948,P075_R275,0.75,2.75,0.9473684210526321,1.8332338056680166
EXHAUST_LONG|06_0830|SD,EXHAUST_LONG,LONG,318,1.0765395163300915,0.04827044025157232,174,1.2265512265512262,23.549999999999997,144,0.9151138716356108,-8.199999999999998,P090_R175,0.9,1.75,0.9151138716356108,1.8320085257236611
PULLBACK_LONG|02_06|UP,PULLBACK_LONG,LONG,144,1.0005350454788657,0.0003472222222222241,70,1.0793650793650797,3.5000000000000018,74,0.9300911854103349,-3.450000000000002,P090_R175,0.9,1.75,0.9300911854103349,1.8302127131881125
SWEEP_SHORT|02_06|UP,SWEEP_SHORT,SHORT,104,0.9714285714285716,-0.018749999999999992,52,1.0119047619047619,0.399999999999999,52,0.9321789321789321,-2.350000000000003,P090_R175,0.9,1.75,0.9321789321789321,1.8256164321789319
SWEEP_SHORT|02_06|UP,SWEEP_SHORT,SHORT,104,0.973843058350101,-0.01874999999999994,52,0.9312169312169315,-2.599999999999998,52,1.0176870748299323,0.6500000000000052,P090_R225,0.9,2.25,0.9312169312169315,1.8246544312169313
SWEEP_SHORT|02_06|UP,SWEEP_SHORT,SHORT,104,0.9321789321789323,-0.04519230769230767,52,0.9321789321789321,-2.3500000000000005,52,0.9321789321789321,-2.3500000000000023,P105_R175,1.05,1.75,0.9321789321789321,1.8163616244866243
SWEEP_SHORT|1330_1515|SU,SWEEP_SHORT,SHORT,153,0.9347079037800684,-0.04346405228758169,57,0.9444444444444448,-2.1000000000000014,96,0.9289617486338801,-4.549999999999997,P075_R175,0.75,1.75,0.9289617486338801,1.8137493303332266
VWAP_SHORT|0830_11|DN,VWAP_SHORT,SHORT,84,0.9469901168014381,-0.03511904761904762,44,0.9251700680272107,-2.200000000000001,40,0.9714285714285712,-0.7500000000000004,P075_R175,0.75,1.75,0.9251700680272107,1.812878401360544
