family,setup,side,n,PF,expR,n2023,pf2023,net2023,n2024,pf2024,net2024,profile,stop_mult,rr
VWAP_SHORT|0830_11|DN,VWAP_SHORT,SHORT,84,0.6984126984126989,-0.2375,44,0.6162464985994398,-13.700000000000001,40,0.7947454844006566,-6.249999999999999,P075_R225,0.75,2.25
VWAP_SHORT|0830_11|FLAT,VWAP_SHORT,SHORT,29,0.5465838509316768,-0.3775862068965518,14,0.34920634920634913,-8.200000000000001,15,0.7619047619047618,-2.749999999999999,P075_R225,0.75,2.25
VWAP_SHORT|0830_11|SD,VWAP_SHORT,SHORT,45,0.38596491228070184,-0.5444444444444445,29,0.43650793650793646,-14.200000000000005,16,0.2993197278911564,-10.3,P075_R225,0.75,2.25
VWAP_SHORT|11_1330|DN,VWAP_SHORT,SHORT,32,0.8198757763975154,-0.13593749999999996,13,0.6285714285714286,-3.8999999999999995,19,0.9670329670329667,-0.4499999999999993,P075_R225,0.75,2.25
VWAP_SHORT|11_1330|FLAT,VWAP_SHORT,SHORT,10,0.5238095238095238,-0.4,6,0.41904761904761906,-3.05,4,0.6984126984126984,-0.9500000000000002,P075_R225,0.75,2.25
VWAP_SHORT|11_1330|SD,VWAP_SHORT,SHORT,8,0.6984126984126985,-0.2375,3,1.0476190476190477,0.10000000000000009,5,0.5238095238095238,-2.0,P075_R225,0.75,2.25
VWAP_SHORT|1330_1515|DN,VWAP_SHORT,SHORT,5,0.5238095238095238,-0.4,4,0.6984126984126984,-0.95,1,0.0,-1.05,P075_R225,0.75,2.25
VWAP_SHORT|1330_1515|FLAT,VWAP_SHORT,SHORT,5,0.0,-1.05,4,0.0,-4.2,1,0.0,-1.05,P075_R225,0.75,2.25
VWAP_SHORT|1330_1515|SD,VWAP_SHORT,SHORT,6,1.0476190476190477,0.03333333333333344,6,1.0476190476190477,0.20000000000000062,0,0.0,0.0,P075_R225,0.75,2.25
EXHAUST_LONG|02_06|DN,EXHAUST_LONG,LONG,70,0.7619047619047622,-0.19285714285714287,41,0.6233766233766235,-13.05,29,0.9795918367346937,-0.45000000000000084,P075_R275,0.75,2.75
EXHAUST_LONG|02_06|FLAT,EXHAUST_LONG,LONG,38,0.2204081632653062,-0.7539473684210526,23,0.11688311688311687,-20.400000000000006,15,0.39560439560439553,-8.250000000000004,P075_R275,0.75,2.75
EXHAUST_LONG|02_06|SD,EXHAUST_LONG,LONG,604,0.6243386243386241,-0.31738410596026484,322,0.625482625482625,-101.85,282,0.6230333543108868,-89.85,P075_R275,0.75,2.75
EXHAUST_LONG|02_06|SU,EXHAUST_LONG,LONG,1,0.0,-1.05,0,0.0,0.0,1,0.0,-1.05,P075_R275,0.75,2.75
EXHAUST_LONG|02_06|UP,EXHAUST_LONG,LONG,10,0.2857142857142857,-0.675,6,0.5142857142857143,-2.55,4,0.0,-4.2,P075_R275,0.75,2.75
EXHAUST_LONG|06_0830|DN,EXHAUST_LONG,LONG,50,0.9034749034749038,-0.07499999999999993,21,0.8035714285714285,-3.3,29,0.9795918367346937,-0.44999999999999907,P075_R275,0.75,2.75
EXHAUST_LONG|06_0830|FLAT,EXHAUST_LONG,LONG,19,0.3025210084033613,-0.655263157894737,3,1.2857142857142858,0.6000000000000001,16,0.17142857142857137,-13.05,P075_R275,0.75,2.75
EXHAUST_LONG|06_0830|SD,EXHAUST_LONG,LONG,318,0.9532019704433491,-0.03584905660377357,174,0.9795918367346931,-2.699999999999994,144,0.921832884097035,-8.699999999999985,P075_R275,0.75,2.75
EXHAUST_LONG|06_0830|UP,EXHAUST_LONG,LONG,3,0.0,-1.05,1,0.0,-1.05,2,0.0,-2.1,P075_R275,0.75,2.75
EXHAUST_LONG|0830_11|DN,EXHAUST_LONG,LONG,50,0.2857142857142858,-0.6749999999999998,23,0.24489795918367344,-16.650000000000006,27,0.32142857142857145,-17.100000000000005,P075_R275,0.75,2.75
EXHAUST_LONG|0830_11|FLAT,EXHAUST_LONG,LONG,16,0.857142857142857,-0.11249999999999999,9,0.7346938775510204,-1.9500000000000002,7,1.0285714285714287,0.1499999999999999,P075_R275,0.75,2.75
EXHAUST_LONG|0830_11|SD,EXHAUST_LONG,LONG,423,0.4925553319919514,-0.44716312056737584,208,0.5024630541871922,-90.9,215,0.48303078137332284,-98.24999999999999,P075_R275,0.75,2.75
EXHAUST_LONG|0830_11|UP,EXHAUST_LONG,LONG,7,1.9285714285714288,0.5571428571428573,5,1.7142857142857142,2.250000000000001,2,2.5714285714285716,1.6500000000000001,P075_R275,0.75,2.75
EXHAUST_LONG|11_1330|DN,EXHAUST_LONG,LONG,12,0.0,-1.0500000000000003,6,0.0,-6.3,6,0.0,-6.3,P075_R275,0.75,2.75
EXHAUST_LONG|11_1330|FLAT,EXHAUST_LONG,LONG,2,0.0,-1.05,1,0.0,-1.05,1,0.0,-1.05,P075_R275,0.75,2.75
EXHAUST_LONG|11_1330|SD,EXHAUST_LONG,LONG,368,0.3312883435582822,-0.6220108695652175,209,0.3179723502304148,-133.20000000000002,159,0.34897959183673477,-95.69999999999999,P075_R275,0.75,2.75
EXHAUST_LONG|1330_1515|DN,EXHAUST_LONG,LONG,7,0.4285714285714286,-0.5142857142857142,2,0.0,-2.1,5,0.6428571428571429,-1.5,P075_R275,0.75,2.75
EXHAUST_LONG|1330_1515|SD,EXHAUST_LONG,LONG,211,0.3613899613899614,-0.5879146919431281,117,0.4371428571428571,-59.09999999999998,94,0.27226890756302524,-64.94999999999999,P075_R275,0.75,2.75
EXHAUST_LONG|1330_1515|SU,EXHAUST_LONG,LONG,1,99.0,2.7,0,0.0,0.0,1,99.0,2.7,P075_R275,0.75,2.75
EXHAUST_LONG|1330_1515|UP,EXHAUST_LONG,LONG,1,0.0,-1.05,0,0.0,0.0,1,0.0,-1.05,P075_R275,0.75,2.75
EXHAUST_SHORT|02_06|DN,EXHAUST_SHORT,SHORT,7,1.0285714285714287,0.021428571428571446,3,0.0,-3.1500000000000004,4,2.5714285714285716,3.3000000000000007,P075_R275,0.75,2.75
EXHAUST_SHORT|02_06|FLAT,EXHAUST_SHORT,SHORT,21,0.2706766917293233,-0.6928571428571431,7,0.0,-7.35,14,0.4285714285714285,-7.199999999999999,P075_R275,0.75,2.75
EXHAUST_SHORT|02_06|SU,EXHAUST_SHORT,SHORT,735,0.5891065456282847,-0.3510204081632653,329,0.6331168831168829,-101.7,406,0.5543199315654405,-156.3,P075_R275,0.75,2.75
EXHAUST_SHORT|02_06|UP,EXHAUST_SHORT,SHORT,84,0.8571428571428577,-0.11249999999999995,39,0.7714285714285712,-7.199999999999999,45,0.935064935064935,-2.2499999999999982,P075_R275,0.75,2.75
EXHAUST_SHORT|06_0830|DN,EXHAUST_SHORT,SHORT,3,99.0,2.7000000000000006,2,99.0,5.4,1,99.0,2.7,P075_R275,0.75,2.75
EXHAUST_SHORT|06_0830|FLAT,EXHAUST_SHORT,SHORT,19,0.3025210084033613,-0.655263157894737,9,0.7346938775510204,-1.95,10,0.0,-10.500000000000002,P075_R275,0.75,2.75
EXHAUST_SHORT|06_0830|SD,EXHAUST_SHORT,SHORT,3,0.0,-1.05,3,0.0,-3.1500000000000004,0,0.0,0.0,P075_R275,0.75,2.75
EXHAUST_SHORT|06_0830|SU,EXHAUST_SHORT,SHORT,453,0.7191283292978207,-0.23046357615894042,199,0.6878980891719745,-51.45,254,0.7440174039158809,-52.95000000000001,P075_R275,0.75,2.75
EXHAUST_SHORT|06_0830|UP,EXHAUST_SHORT,SHORT,48,0.6766917293233086,-0.26874999999999993,28,0.5590062111801241,-10.650000000000002,20,0.8571428571428569,-2.249999999999999,P075_R275,0.75,2.75
EXHAUST_SHORT|0830_11|DN,EXHAUST_SHORT,SHORT,5,0.0,-1.05,4,0.0,-4.2,1,0.0,-1.05,P075_R275,0.75,2.75
EXHAUST_SHORT|0830_11|FLAT,EXHAUST_SHORT,SHORT,19,0.0,-1.05,12,0.0,-12.600000000000003,7,0.0,-7.35,P075_R275,0.75,2.75
EXHAUST_SHORT|0830_11|SD,EXHAUST_SHORT,SHORT,2,0.0,-1.05,1,0.0,-1.05,1,0.0,-1.05,P075_R275,0.75,2.75
EXHAUST_SHORT|0830_11|SU,EXHAUST_SHORT,SHORT,444,0.573789846517119,-0.36587837837837833,225,0.5225362872421696,-93.75,219,0.6282467532467532,-68.69999999999997,P075_R275,0.75,2.75
EXHAUST_SHORT|0830_11|UP,EXHAUST_SHORT,SHORT,54,0.38297872340425543,-0.563888888888889,34,0.5510204081632651,-13.200000000000003,20,0.13533834586466165,-17.250000000000004,P075_R275,0.75,2.75
EXHAUST_SHORT|11_1330|FLAT,EXHAUST_SHORT,SHORT,2,0.0,-1.05,1,0.0,-1.05,1,0.0,-1.05,P075_R275,0.75,2.75
EXHAUST_SHORT|11_1330|SU,EXHAUST_SHORT,SHORT,442,0.3354037267080744,-0.6173076923076923,225,0.3506493506493507,-135.0,217,0.31976313841598814,-137.85000000000002,P075_R275,0.75,2.75
EXHAUST_SHORT|11_1330|UP,EXHAUST_SHORT,SHORT,15,0.39560439560439553,-0.55,9,0.32142857142857145,-5.7,6,0.5142857142857143,-2.55,P075_R275,0.75,2.75
EXHAUST_SHORT|1330_1515|FLAT,EXHAUST_SHORT,SHORT,1,0.0,-1.05,0,0.0,0.0,1,0.0,-1.05,P075_R275,0.75,2.75
EXHAUST_SHORT|1330_1515|SU,EXHAUST_SHORT,SHORT,286,0.43032069970845466,-0.5124125874125873,133,0.4551201011378002,-64.64999999999998,153,0.4090909090909092,-81.9,P075_R275,0.75,2.75
EXHAUST_SHORT|1330_1515|UP,EXHAUST_SHORT,SHORT,9,0.32142857142857145,-0.6333333333333333,6,0.0,-6.3,3,1.2857142857142858,0.6000000000000001,P075_R275,0.75,2.75
PULLBACK_LONG|02_06|SU,PULLBACK_LONG,LONG,793,0.6398200224971876,-0.3028373266078185,395,0.5829636202307008,-141.0,398,0.6983112733911453,-99.14999999999998,P075_R275,0.75,2.75
PULLBACK_LONG|02_06|UP,PULLBACK_LONG,LONG,144,0.8891855807743658,-0.08645833333333326,70,1.028571428571429,1.5000000000000042,74,0.7669172932330829,-13.949999999999996,P075_R275,0.75,2.75
PULLBACK_LONG|06_0830|SU,PULLBACK_LONG,LONG,515,0.8593634344929679,-0.11067961165048543,262,0.9374999999999993,-12.600000000000001,253,0.7820324005891012,-44.39999999999999,P075_R275,0.75,2.75
PULLBACK_LONG|06_0830|UP,PULLBACK_LONG,LONG,117,0.5954887218045115,-0.34487179487179476,53,0.3913043478260871,-29.399999999999988,64,0.7871720116618078,-10.949999999999998,P075_R275,0.75,2.75
PULLBACK_LONG|0830_11|SU,PULLBACK_LONG,LONG,456,0.4428938670583913,-0.4990131578947369,189,0.4101665205959685,-100.94999999999999,267,0.4664981036662451,-126.6,P075_R275,0.75,2.75
PULLBACK_LONG|0830_11|UP,PULLBACK_LONG,LONG,139,0.4835164835164836,-0.45647482014388474,63,0.543956043956044,-24.900000000000002,76,0.4351648351648352,-38.54999999999998,P075_R275,0.75,2.75
PULLBACK_LONG|11_1330|SU,PULLBACK_LONG,LONG,512,0.39382239382239353,-0.551953125,248,0.46530612244897956,-117.9,264,0.32967032967032966,-164.7,P075_R275,0.75,2.75
PULLBACK_LONG|11_1330|UP,PULLBACK_LONG,LONG,92,0.5009276437847867,-0.438586956521739,34,0.2488479262672811,-24.450000000000003,58,0.6708074534161492,-15.899999999999999,P075_R275,0.75,2.75
PULLBACK_LONG|1330_1515|SU,PULLBACK_LONG,LONG,411,0.17365491651205936,-0.8127737226277374,190,0.11302982731554159,-169.5,221,0.22800844475721324,-164.55,P075_R275,0.75,2.75
PULLBACK_LONG|1330_1515|UP,PULLBACK_LONG,LONG,68,0.1186813186813187,-0.8845588235294116,22,0.12244897959183672,-19.350000000000005,46,0.11688311688311692,-40.79999999999998,P075_R275,0.75,2.75
PULLBACK_SHORT|02_06|DN,PULLBACK_SHORT,SHORT,148,0.5226480836236932,-0.41655405405405393,80,0.6428571428571429,-24.0,68,0.39225181598062964,-37.64999999999999,P075_R275,0.75,2.75
PULLBACK_SHORT|02_06|SD,PULLBACK_SHORT,SHORT,796,0.5345761977021459,-0.40458542713567835,421,0.5304952926729429,-172.05,375,0.5391705069124423,-149.99999999999994,P075_R275,0.75,2.75
PULLBACK_SHORT|06_0830|DN,PULLBACK_SHORT,SHORT,129,0.5877551020408163,-0.35232558139534886,63,0.6685714285714287,-17.400000000000002,66,0.5142857142857145,-28.050000000000004,P075_R275,0.75,2.75
PULLBACK_SHORT|06_0830|SD,PULLBACK_SHORT,SHORT,458,0.8822790113112692,-0.09203056768558948,229,0.7554479418886195,-45.44999999999999,229,1.0191637630662018,3.3000000000000096,P075_R275,0.75,2.75
PULLBACK_SHORT|0830_11|DN,PULLBACK_SHORT,SHORT,145,0.29670329670329676,-0.6620689655172414,78,0.25352112676056343,-55.649999999999984,67,0.3486682808716708,-40.349999999999994,P075_R275,0.75,2.75
PULLBACK_SHORT|0830_11|SD,PULLBACK_SHORT,SHORT,551,0.49536178107606643,-0.44428312159709615,283,0.4990958408679926,-124.65,268,0.4914285714285713,-120.15,P075_R275,0.75,2.75
PULLBACK_SHORT|11_1330|DN,PULLBACK_SHORT,SHORT,128,0.2417582417582417,-0.7277343750000002,68,0.24884792626728117,-48.89999999999999,60,0.23376623376623384,-44.249999999999986,P075_R275,0.75,2.75
PULLBACK_SHORT|11_1330|SD,PULLBACK_SHORT,SHORT,692,0.31257235471173866,-0.6435693641618497,367,0.27108433734939763,-254.1,325,0.3609022556390977,-191.25,P075_R275,0.75,2.75
PULLBACK_SHORT|1330_1515|DN,PULLBACK_SHORT,SHORT,42,0.7012987012987013,-0.24642857142857147,23,0.38571428571428573,-12.900000000000006,19,1.1868131868131864,2.55,P075_R275,0.75,2.75
PULLBACK_SHORT|1330_1515|SD,PULLBACK_SHORT,SHORT,428,0.22900763358778625,-0.7433411214953272,221,0.13469387755102036,-190.8,207,0.3372365339578454,-127.35,P075_R275,0.75,2.75
SWEEP_LONG|02_06|DN,SWEEP_LONG,LONG,90,0.4341372912801485,-0.5083333333333333,47,0.44999999999999996,-23.100000000000005,43,0.4169884169884171,-22.650000000000002,P075_R275,0.75,2.75
SWEEP_LONG|02_06|FLAT,SWEEP_LONG,LONG,83,0.4775510204081634,-0.46265060240963846,45,0.39560439560439575,-24.750000000000004,38,0.5806451612903225,-13.650000000000006,P075_R275,0.75,2.75
SWEEP_LONG|02_06|SD,SWEEP_LONG,LONG,369,0.6126558005752633,-0.32845528455284556,195,0.6021699819168175,-65.99999999999999,174,0.6244897959183674,-55.199999999999996,P075_R275,0.75,2.75
SWEEP_LONG|02_06|SU,SWEEP_LONG,LONG,181,0.6607142857142858,-0.28342541436464086,73,0.6650246305418721,-20.4,108,0.6578073089700999,-30.900000000000002,P075_R275,0.75,2.75
SWEEP_LONG|02_06|UP,SWEEP_LONG,LONG,71,1.0084033613445382,0.00633802816901408,27,1.5126050420168067,9.150000000000002,44,0.7563025210084034,-8.7,P075_R275,0.75,2.75
SWEEP_LONG|06_0830|DN,SWEEP_LONG,LONG,87,0.6244897959183675,-0.3172413793103449,36,0.32142857142857145,-22.800000000000004,51,0.8796992481203011,-4.799999999999998,P075_R275,0.75,2.75
SWEEP_LONG|06_0830|FLAT,SWEEP_LONG,LONG,94,0.6949806949806951,-0.25212765957446803,44,0.4864864864864866,-19.950000000000003,50,0.9034749034749038,-3.7499999999999982,P075_R275,0.75,2.75
SWEEP_LONG|06_0830|SD,SWEEP_LONG,LONG,239,0.9810074318744835,-0.014435146443514589,129,0.9953917050691246,-0.4499999999999922,110,0.9642857142857144,-2.999999999999994,P075_R275,0.75,2.75
SWEEP_LONG|06_0830|SU,SWEEP_LONG,LONG,115,0.827586206896552,-0.1369565217391304,52,0.9473684210526321,-2.099999999999998,63,0.7346938775510206,-13.650000000000002,P075_R275,0.75,2.75
SWEEP_LONG|06_0830|UP,SWEEP_LONG,LONG,89,0.6519114688128775,-0.29157303370786514,42,0.6050420168067228,-14.100000000000001,47,0.6949806949806953,-11.850000000000005,P075_R275,0.75,2.75
SWEEP_LONG|0830_11|DN,SWEEP_LONG,LONG,67,0.25292740046838413,-0.7141791044776119,36,0.23376623376623382,-26.550000000000004,31,0.2755102040816326,-21.300000000000008,P075_R275,0.75,2.75
SWEEP_LONG|0830_11|FLAT,SWEEP_LONG,LONG,61,0.4450549450549452,-0.4967213114754098,35,0.3317972350230414,-21.750000000000004,26,0.6122448979591836,-8.55,P075_R275,0.75,2.75
SWEEP_LONG|0830_11|SD,SWEEP_LONG,LONG,239,0.5014285714285714,-0.43807531380753134,117,0.49854227405247814,-51.59999999999999,122,0.504201680672269,-53.099999999999994,P075_R275,0.75,2.75
SWEEP_LONG|0830_11|SU,SWEEP_LONG,LONG,86,0.41698841698841693,-0.5267441860465114,33,0.5714285714285713,-12.15,53,0.3282674772036475,-33.15,P075_R275,0.75,2.75
SWEEP_LONG|0830_11|UP,SWEEP_LONG,LONG,54,0.6578073089700998,-0.28611111111111115,33,0.6923076923076922,-8.4,21,0.6050420168067226,-7.05,P075_R275,0.75,2.75
SWEEP_LONG|11_1330|DN,SWEEP_LONG,LONG,33,0.45918367346938765,-0.48181818181818187,17,0.7912087912087911,-2.8499999999999996,16,0.17142857142857137,-13.05,P075_R275,0.75,2.75
SWEEP_LONG|11_1330|FLAT,SWEEP_LONG,LONG,39,0.4675324675324675,-0.47307692307692323,14,0.4285714285714285,-7.200000000000002,25,0.48979591836734687,-11.250000000000002,P075_R275,0.75,2.75
SWEEP_LONG|11_1330|SD,SWEEP_LONG,LONG,194,0.1846882399368587,-0.7987113402061856,100,0.1641337386018237,-82.5,94,0.20689655172413793,-72.44999999999999,P075_R275,0.75,2.75
SWEEP_LONG|11_1330|SU,SWEEP_LONG,LONG,128,0.34134007585335013,-0.610546875,62,0.2755102040816327,-42.59999999999998,66,0.406015037593985,-35.55,P075_R275,0.75,2.75
SWEEP_LONG|11_1330|UP,SWEEP_LONG,LONG,33,0.2571428571428571,-0.7090909090909091,11,0.0,-11.550000000000002,22,0.406015037593985,-11.850000000000005,P075_R275,0.75,2.75
SWEEP_LONG|1330_1515|DN,SWEEP_LONG,LONG,29,0.5357142857142857,-0.40344827586206905,17,0.7912087912087911,-2.8499999999999996,12,0.23376623376623373,-8.85,P075_R275,0.75,2.75
SWEEP_LONG|1330_1515|FLAT,SWEEP_LONG,LONG,26,0.3354037267080745,-0.6173076923076924,14,0.0,-14.700000000000005,12,0.8571428571428572,-1.3499999999999996,P075_R275,0.75,2.75
SWEEP_LONG|1330_1515|SD,SWEEP_LONG,LONG,140,0.30857142857142844,-0.6482142857142857,66,0.1658986175115208,-54.3,74,0.44897959183673486,-36.44999999999999,P075_R275,0.75,2.75
SWEEP_LONG|1330_1515|SU,SWEEP_LONG,LONG,103,0.18749999999999994,-0.7951456310679611,45,0.25087108013937287,-32.24999999999999,58,0.14025974025974033,-49.64999999999999,P075_R275,0.75,2.75
SWEEP_LONG|1330_1515|UP,SWEEP_LONG,LONG,30,0.2857142857142857,-0.6750000000000003,14,0.4285714285714285,-7.199999999999999,16,0.17142857142857137,-13.05,P075_R275,0.75,2.75
SWEEP_SHORT|02_06|DN,SWEEP_SHORT,SHORT,72,0.414746543778802,-0.5291666666666666,36,0.6206896551724136,-11.550000000000004,36,0.23376623376623382,-26.550000000000004,P075_R275,0.75,2.75
SWEEP_SHORT|02_06|FLAT,SWEEP_SHORT,SHORT,87,0.5794768611670021,-0.36034482758620695,42,0.6050420168067228,-14.100000000000001,45,0.5559845559845562,-17.25,P075_R275,0.75,2.75
SWEEP_SHORT|02_06|SD,SWEEP_SHORT,SHORT,158,0.6026785714285715,-0.33797468354430366,79,0.8142857142857146,-11.7,79,0.41596638655462187,-41.69999999999998,P075_R275,0.75,2.75
SWEEP_SHORT|02_06|SU,SWEEP_SHORT,SHORT,424,0.5525992632009822,-0.38667452830188676,189,0.6259398496240602,-59.699999999999974,235,0.4960116026105874,-104.25,P075_R275,0.75,2.75
SWEEP_SHORT|02_06|UP,SWEEP_SHORT,SHORT,104,0.9473684210526319,-0.04038461538461536,52,0.9473684210526321,-2.099999999999997,52,0.9473684210526321,-2.0999999999999948,P075_R275,0.75,2.75
SWEEP_SHORT|06_0830|DN,SWEEP_SHORT,SHORT,69,0.7762803234501351,-0.1804347826086957,28,0.7012987012987011,-6.9,41,0.8294930875576035,-5.55,P075_R275,0.75,2.75
SWEEP_SHORT|06_0830|FLAT,SWEEP_SHORT,SHORT,76,0.7409200968523004,-0.2111842105263158,39,0.8866995073891624,-3.4499999999999993,37,0.5999999999999999,-12.600000000000005,P075_R275,0.75,2.75
SWEEP_SHORT|06_0830|SD,SWEEP_SHORT,SHORT,102,0.7912087912087914,-0.16764705882352934,52,0.6898954703832753,-13.35,50,0.9034749034749038,-3.7499999999999964,P075_R275,0.75,2.75
SWEEP_SHORT|06_0830|SU,SWEEP_SHORT,SHORT,308,0.7703435804701619,-0.18555194805194797,141,0.9486823855755896,-5.549999999999994,167,0.6332622601279319,-51.599999999999994,P075_R275,0.75,2.75
SWEEP_SHORT|06_0830|UP,SWEEP_SHORT,SHORT,76,1.1868131868131873,0.13421052631578953,40,1.1020408163265303,3.0,36,1.2857142857142856,7.200000000000002,P075_R275,0.75,2.75
SWEEP_SHORT|0830_11|DN,SWEEP_SHORT,SHORT,65,0.413265306122449,-0.5307692307692308,37,0.5999999999999999,-12.600000000000003,28,0.1978021978021978,-21.900000000000006,P075_R275,0.75,2.75
SWEEP_SHORT|0830_11|FLAT,SWEEP_SHORT,SHORT,45,0.5559845559845562,-0.3833333333333334,21,0.8035714285714285,-3.299999999999999,24,0.3673469387755102,-13.950000000000003,P075_R275,0.75,2.75
SWEEP_SHORT|0830_11|SD,SWEEP_SHORT,SHORT,97,0.2955665024630542,-0.6634020618556702,43,0.1928571428571429,-33.89999999999999,54,0.38297872340425543,-30.449999999999996,P075_R275,0.75,2.75
SWEEP_SHORT|0830_11|SU,SWEEP_SHORT,SHORT,249,0.536754507628294,-0.40240963855421685,108,0.7745266781411361,-19.650000000000006,141,0.37630662020905914,-80.54999999999998,P075_R275,0.75,2.75
SWEEP_SHORT|0830_11|UP,SWEEP_SHORT,SHORT,67,0.3990147783251232,-0.5462686567164178,33,0.354679802955665,-19.650000000000002,34,0.4433497536945812,-16.950000000000003,P075_R275,0.75,2.75
SWEEP_SHORT|11_1330|DN,SWEEP_SHORT,SHORT,51,0.5510204081632654,-0.38823529411764707,25,0.48979591836734687,-11.250000000000002,26,0.6122448979591836,-8.55,P075_R275,0.75,2.75
SWEEP_SHORT|11_1330|FLAT,SWEEP_SHORT,SHORT,53,0.3913043478260871,-0.5547169811320755,28,0.3085714285714286,-18.150000000000006,25,0.48979591836734687,-11.250000000000002,P075_R275,0.75,2.75
SWEEP_SHORT|11_1330|SD,SWEEP_SHORT,SHORT,150,0.32867883995703556,-0.6249999999999998,66,0.21077283372365346,-50.55,84,0.4285714285714285,-43.19999999999999,P075_R275,0.75,2.75
SWEEP_SHORT|11_1330|SU,SWEEP_SHORT,SHORT,238,0.35680109364319895,-0.5930672268907562,108,0.32142857142857134,-68.4,130,0.38685208596713017,-72.75,P075_R275,0.75,2.75
SWEEP_SHORT|11_1330|UP,SWEEP_SHORT,SHORT,53,0.20991253644314872,-0.7669811320754714,26,0.10285714285714286,-23.550000000000004,27,0.32142857142857145,-17.1,P075_R275,0.75,2.75
SWEEP_SHORT|1330_1515|DN,SWEEP_SHORT,SHORT,26,0.21428571428571427,-0.7615384615384617,14,0.19780219780219777,-10.950000000000001,12,0.23376623376623373,-8.850000000000001,P075_R275,0.75,2.75
SWEEP_SHORT|1330_1515|FLAT,SWEEP_SHORT,SHORT,32,0.7199999999999999,-0.22968750000000004,18,0.5142857142857142,-7.65,14,1.0285714285714285,0.30000000000000027,P075_R275,0.75,2.75
SWEEP_SHORT|1330_1515|SD,SWEEP_SHORT,SHORT,82,0.277992277992278,-0.6841463414634146,38,0.1428571428571429,-32.400000000000006,44,0.4060150375939851,-23.700000000000003,P075_R275,0.75,2.75
SWEEP_SHORT|1330_1515|SU,SWEEP_SHORT,SHORT,153,0.551020408163265,-0.38823529411764707,57,0.6149068322981368,-18.599999999999998,96,0.5142857142857142,-40.800000000000004,P075_R275,0.75,2.75
SWEEP_SHORT|1330_1515|UP,SWEEP_SHORT,SHORT,27,0.32142857142857145,-0.6333333333333335,12,0.5142857142857142,-5.1,15,0.18367346938775506,-12.000000000000002,P075_R275,0.75,2.75
VWAP_LONG|02_06|FLAT,VWAP_LONG,LONG,39,0.6635944700460829,-0.2807692307692308,22,0.7563025210084033,-4.35,17,0.5510204081632653,-6.6000000000000005,P075_R275,0.75,2.75
VWAP_LONG|02_06|SU,VWAP_LONG,LONG,153,0.5022321428571428,-0.43725490196078426,70,0.3793911007025762,-39.749999999999986,83,0.6140724946695096,-27.150000000000002,P075_R275,0.75,2.75
VWAP_LONG|02_06|UP,VWAP_LONG,LONG,114,0.7597402597402597,-0.19473684210526312,48,0.7644787644787647,-9.149999999999999,66,0.7563025210084037,-13.049999999999997,P075_R275,0.75,2.75
VWAP_LONG|06_0830|FLAT,VWAP_LONG,LONG,26,0.9473684210526314,-0.04038461538461538,12,1.2857142857142858,2.4000000000000012,14,0.7012987012987013,-3.45,P075_R275,0.75,2.75
VWAP_LONG|06_0830|SU,VWAP_LONG,LONG,30,1.2857142857142856,0.2000000000000001,15,1.714285714285714,6.750000000000001,15,0.9350649350649349,-0.7499999999999998,P075_R275,0.75,2.75
VWAP_LONG|06_0830|UP,VWAP_LONG,LONG,82,0.8294930875576042,-0.13536585365853657,44,0.6612244897959185,-12.450000000000003,38,1.0476190476190474,1.3500000000000014,P075_R275,0.75,2.75
VWAP_LONG|0830_11|FLAT,VWAP_LONG,LONG,25,0.48979591836734687,-0.45000000000000007,11,0.2571428571428571,-7.8,14,0.7012987012987013,-3.4499999999999993,P075_R275,0.75,2.75
VWAP_LONG|0830_11|SU,VWAP_LONG,LONG,46,0.8081632653061226,-0.1532608695652173,28,0.7012987012987011,-6.9,18,0.9890109890109887,-0.14999999999999947,P075_R275,0.75,2.75
VWAP_LONG|0830_11|UP,VWAP_LONG,LONG,74,0.44897959183673486,-0.4925675675675676,39,0.29387755102040825,-25.950000000000006,35,0.6428571428571427,-10.500000000000004,P075_R275,0.75,2.75
VWAP_LONG|11_1330|FLAT,VWAP_LONG,LONG,10,0.0,-1.0500000000000003,3,0.0,-3.1500000000000004,7,0.0,-7.35,P075_R275,0.75,2.75
VWAP_LONG|11_1330|SU,VWAP_LONG,LONG,9,0.0,-1.05,4,0.0,-4.2,5,0.0,-5.25,P075_R275,0.75,2.75
VWAP_LONG|11_1330|UP,VWAP_LONG,LONG,31,0.0,-1.05,8,0.0,-8.4,23,0.0,-24.150000000000006,P075_R275,0.75,2.75
VWAP_LONG|1330_1515|FLAT,VWAP_LONG,LONG,2,0.0,-1.05,1,0.0,-1.05,1,0.0,-1.05,P075_R275,0.75,2.75
VWAP_LONG|1330_1515|SU,VWAP_LONG,LONG,19,0.14285714285714285,-0.8526315789473685,15,0.0,-15.750000000000005,4,0.8571428571428571,-0.44999999999999996,P075_R275,0.75,2.75
VWAP_LONG|1330_1515|UP,VWAP_LONG,LONG,7,1.0285714285714287,0.02142857142857148,5,0.6428571428571429,-1.5,2,2.5714285714285716,1.6500000000000001,P075_R275,0.75,2.75
VWAP_SHORT|02_06|DN,VWAP_SHORT,SHORT,98,0.7885714285714288,-0.16989795918367342,58,0.897009966777409,-4.649999999999998,40,0.6428571428571429,-12.0,P075_R275,0.75,2.75
